occurrenceID	rightsHolder	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordedBy	Source	Date	yearMeasurement	Sex	lifeStage	Department	Municipality	ParamoComplex	Locality	Elevation	decimalLatitude	decimalLongitude	Order	Family	Species	Weight	totalCulmen	exposedCulmen	billDepth	billWidth	gape	wingArea	wingLength	distPrimarySecondary	tailLength	tailShape	Tarsus	Hallux	halluxClaw	Wingspan	Weight_Dunning2008
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1313	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1313	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	13-Mar-15	2015	Undetermined	Not registered	Narino	Pasto	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Pasto: Santa Barbara, Vda. Los Alisales"	3140	0.969972	-77.288472	Passeriformes	Parulidae	Myiothlypis luteoviridis	15.5	11.7	10.7	4.1	5.1	9	320.77	62	47	60	4	24.5	11.5	NA	NA	12.95
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1311	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1311	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	13-Mar-15	2015	Undetermined	Not registered	Narino	Pasto	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Pasto: Santa Barbara, Vda. Los Alisales"	3140	0.969972	-77.288472	Passeriformes	Parulidae	Myiothlypis luteoviridis	12	13.7	10.2	4.1	NA	9.7	322.49	70	52	65	5	23.2	14.2	NA	NA	12.95
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1260	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1260	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	27-Feb-15	2015	Undetermined	Not registered	Narino	Pasto	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare"	3271	1.119194	-77.218361	Passeriformes	Parulidae	Myiothlypis luteoviridis	16	12.5	10.4	4.2	4.9	6.5	327.61	75	55	65	13	18.9	13.4	NA	NA	12.95
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1385	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1385	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	24-Mar-15	2015	Undetermined	Not registered	Narino	Puerres	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Puerres: Monopamba, Vda. Desmontes Alto"	3170	0.839306	-77.361278	Passeriformes	Parulidae	Myiothlypis luteoviridis	15	11.9	8.7	NA	NA	9.6	409.8	75	55	67	10	NA	10.8	NA	NA	12.95
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1388	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1388	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	24-Mar-15	2015	Undetermined	Not registered	Narino	Puerres	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Puerres: Monopamba, Vda. Desmontes Alto"	3170	0.839306	-77.361278	Passeriformes	Parulidae	Myiothlypis luteoviridis	16	13.7	8.8	3.6	3.7	7.6	405.82	74	53	65	7	23	12.3	NA	NA	12.95
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1412	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1412	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	26-Mar-15	2015	Undetermined	Not registered	Narino	Puerres	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Puerres: Monopamba, Vda. Desmontes Alto"	3300	0.842222	-77.366861	Passeriformes	Parulidae	Myiothlypis luteoviridis	15.5	12	9.7	4	4.1	7.6	444.85	68	45	64	10	20.2	12.6	NA	NA	12.95
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:2090	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:2090	"Aquiles Gutierrez, Carlos Ordonez, Nixon Guerrero, Daniel Pantoja"	Field	28-Apr-15	2015	Undetermined	Adult	Cauca	Santa Rosa	Complejo de Paramos Dona Juana-Chimayoy (DJP)	"Cauca: Santa Rosa: El Carmelo, Vda. Los Andes, Sector Las Animas"	3074	1.707444	-76.696861	Passeriformes	Parulidae	Myiothlypis luteoviridis	16.5	13.4	10	3.5	4.2	9.4	537.7	72	8	64	NA	22	NA	NA	NA	12.95
IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0520	UDFJC	Human observation	IAvH	IAvH	IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0520	"Ana Rueda, Angelica Moreno"	Field	19-May-14	2014	Undetermined	Not registered	Cundinamarca	Cabrera	Complejo de Paramos Sumapaz-Cruz Verde (SCV)	Cundinamarca: Cabrera: Vda. de Hoyerias	3236	3.92805	-74.399533	Passeriformes	Parulidae	Myiothlypis luteoviridis	15.5	12.91	9.02	3.58	4.39	6.53	3010.1	64	NA	54	0	20.42	12.17	NA	172	12.95
IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0566	UDFJC	Human observation	IAvH	IAvH	IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0566	"Ana Rueda, Angelica Moreno"	Field	21-May-14	2014	Undetermined	Not registered	Cundinamarca	Cabrera	Complejo de Paramos Sumapaz-Cruz Verde (SCV)	Cundinamarca: Cabrera: Vda. de Hoyerias	3104	3.932233	-74.402817	Passeriformes	Parulidae	Myiothlypis luteoviridis	11.5	12.07	9.32	4.15	4.17	7.32	3884.4	62	NA	61	9	25.26	11.94	NA	185	12.95
IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0564	UDFJC	Human observation	IAvH	IAvH	IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0564	"Ana Rueda, Angelica Moreno"	Field	21-May-14	2014	Undetermined	Not registered	Cundinamarca	Cabrera	Complejo de Paramos Sumapaz-Cruz Verde (SCV)	Cundinamarca: Cabrera: Vda. de Hoyerias	3085	3.93235	-74.402833	Passeriformes	Parulidae	Myiothlypis luteoviridis	14.5	12.57	9.63	4.05	4.19	10.53	4359.5	60	NA	72	NA	24.92	12.37	NA	187	12.95
IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0530	UDFJC	Human observation	IAvH	IAvH	IAvH:SSEYC:SUMAPAZ-CRUZVERDE:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN022:0530	"Ana Rueda, Angelica Moreno"	Field	20-May-14	2014	Undetermined	Not registered	Cundinamarca	Cabrera	Complejo de Paramos Sumapaz-Cruz Verde (SCV)	Cundinamarca: Cabrera: Vda. de Hoyerias	3085	3.93235	-74.402833	Passeriformes	Parulidae	Myiothlypis luteoviridis	15.5	11.81	9.35	3.85	4.49	11.01	5328.2	62	NA	65	0	23.22	12.63	NA	174	12.95
IAvH:DISCUB:SOTARA:ANIMALIAPLANTAE:ESPECIMENPRESERVADO:I2D-BIO_2013_IPT005:0359	UNICAUCA	Preserved specimen	UNICAUCA	MHN-UC	IAvH:DISCUB:CAUCA:FAUNAFLORA:ESPECIMENPRESERVADO:2013:0206	"Luis German Gomez, Robinson Lizcano, Ana Maria Maya"	Field	17-Sep-13	2013	Undetermined	Adult	Cauca	La Vega	Complejo de Paramos Sotara (STR)	"Cauca: La Vega: Vereda Monterredondo, Paramo de Barbillas"	3343	1.97925	-76.698583	Passeriformes	Parulidae	Myiothlypis luteoviridis	12.2	13	10.2	4	4	NA	NA	72.1	NA	68.4	NA	23.6	NA	NA	196.4	12.95
IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0980	ANDES	Human observation	IAvH	IAvH	Temp-ABM777	"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada"	Field	15-Jan-15	2015	Undetermined	Not registered	Cundinamarca	Guasca	Complejo de Paramos Chingaza (CHG)	"Cundinamarca: Guasca: Vda. La Concepcion, BioAndina"	3000	4.772722	-73.778	Passeriformes	Parulidae	Myiothlypis nigrocristata	11.5	11.73	9.27	3.33	3.95	8.2	NA	63	9.52	54.64	9.03	NA	10.6	3.76	NA	NA
IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0985	ANDES	Human observation	IAvH	IAvH	Temp-ABM782	"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada"	Field	15-Jan-15	2015	Undetermined	Not registered	Cundinamarca	Guasca	Complejo de Paramos Chingaza (CHG)	"Cundinamarca: Guasca: Vda. La Concepcion, BioAndina"	3000	4.772722	-73.778	Passeriformes	Parulidae	Myiothlypis nigrocristata	12.5	11.1	9.36	3.76	4.83	7.9	NA	61	9.1	54.76	7.96	21.07	10.86	4.88	NA	NA
IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0981	ANDES	Human observation	IAvH	IAvH	Temp-ABM778	"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada"	Field	15-Jan-15	2015	Undetermined	Not registered	Cundinamarca	Guasca	Complejo de Paramos Chingaza (CHG)	"Cundinamarca: Guasca: Vda. La Concepcion, BioAndina"	3000	4.772722	-73.778	Passeriformes	Parulidae	Myiothlypis nigrocristata	13.5	12.8	10.04	4.19	4.22	8.48	NA	68	11.41	58.26	10.62	20.87	11.49	4.28	NA	NA
IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0829	ANDES	Human observation	IAvH	IAvH	IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0829	"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada"	Field	12-Oct-14	2014	Undetermined	Adult	Cundinamarca	Sesquile	Complejo de Paramos Chingaza (CHG)	"Cundinamarca: Sesquile: Vda. Chaleche, Fca. Rodamonte"	3150	4.972444	-73.787194	Passeriformes	Parulidae	Myiothlypis nigrocristata	15.5	14.88	11.25	3.67	5.46	8.64	NA	NA	11.58	56.52	12.71	24.23	13.68	7.27	187	NA
IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0906	ANDES	Human observation	IAvH	IAvH	IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0906	"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada"	Field	15-Nov-14	2014	Undetermined	Not registered	Cundinamarca	Guasca	Complejo de Paramos Chingaza (CHG)	"Cundinamarca: Guasca: Vda. Rincon del Oso, Fca. Suasie"	3090	4.71725	-73.866167	Passeriformes	Parulidae	Myiothlypis nigrocristata	14.2	15.36	10.56	3.38	5.19	6.54	NA	64	8.37	53.66	10.8	24.39	14	7.03	197	NA
IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0902	ANDES	Human observation	IAvH	IAvH	IAvH:SSEYC:CHINGAZA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_IN013:0902	"Juan Pablo Lopez Ordonez, Ghislaine Cardenas Posada"	Field	15-Nov-14	2014	Undetermined	Not registered	Cundinamarca	Guasca	Complejo de Paramos Chingaza (CHG)	"Cundinamarca: Guasca: Vda. Rincon del Oso, Fca. Suasie"	3090	4.71725	-73.866167	Passeriformes	Parulidae	Myiothlypis nigrocristata	13.5	14.7	10.8	3.58	4.91	8.63	NA	61	5.36	60.58	9.9	25.3	13.83	5.71	202	NA
IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:332	B&S	Human observation	IAvH	IAvH	IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:332	Carolina Montealegre-Talero	Field	12-Apr-15	2015	Undetermined	Adult	Boyaca	Sotaquira	Complejo de Paramos Iguaque-Merchan (IGM)	Boyaca: Sotaquira: Vda. Guaguani	3349	5.806833	-73.252306	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	11.3	9.5	3.4	4.2	NA	NA	60	NA	58	NA	20	9.7	NA	NA	NA
IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:406	B&S	Human observation	IAvH	IAvH	IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:406	"Carolina Montealegre-Talero, Sergio Chaparro-Herrera"	Field	2-Mar-15	2015	Undetermined	Adult	Boyaca	Arcabuco	Complejo de Paramos Iguaque-Merchan (IGM)	Boyaca: Arcabuco: Vda. Rupavita	3067	5.734056	-73.384472	Passeriformes	Parulidae	Myiothlypis nigrocristata	NA	10.6	NA	3.2	4.2	6.3	NA	62	5.7	67	NA	24.4	8.6	NA	175	NA
IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:333	B&S	Human observation	IAvH	IAvH	IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:333	Carolina Montealegre-Talero	Field	12-Apr-15	2015	Undetermined	Adult	Boyaca	Sotaquira	Complejo de Paramos Iguaque-Merchan (IGM)	Boyaca: Sotaquira: Vda. Guaguani	3349	5.806833	-73.252306	Passeriformes	Parulidae	Myiothlypis nigrocristata	15.02	13.1	9	3.5	3.8	NA	NA	61	NA	62	NA	22.9	10	NA	193	NA
IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:317	B&S	Human observation	IAvH	IAvH	IAvH:SSEYC:IGUAQUEMERCHAN:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN064:317	Angela Patricia Caguazango-Castro	Field	2-May-15	2015	Undetermined	Immature	Boyaca	Sotaquira	Complejo de Paramos Iguaque-Merchan (IGM)	Boyaca: Sotaquira: Vda. Avendanos	3354	5.810778	-73.260306	Passeriformes	Parulidae	Myiothlypis nigrocristata	14.22	12.26	9.83	3.58	4.39	6.72	NA	65	6.5	61	9.63	23.27	9.71	NA	197	NA
IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1531	F. Mellizas	Human observation	IAvH	IAvH	IAvH:SSEYC:LASHERMOSAS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN050:1531	Wilmer Antonio Cardona Ocampo	Field	8-Mar-15	2015	Undetermined	Adult	Valle del Cauca	Palmira	Complejo de Paramos Las Hermosas (HMS)	"Valle del Cauca: Palmira: Cuenca Rio Amaime, Vda. la Nevera, Fca. la Victoria"	3170	3.536528	-76.073417	Passeriformes	Parulidae	Myiothlypis nigrocristata	14	17.05	NA	3.57	4.06	8.75	NA	66	4.47	68	35.94	22.81	14.72	NA	NA	NA
IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0699	F. Mellizas 	Human observation 	IAvH	IAvH	IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0699	"Jean W. Parra, Antonio Cardona"	Field	18-May-14	2014	Not registered	Not registered	Quindio	Calarca	Complejo de Paramos Chili-Barragan (CBG)	"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio"	3370	4.4441	-75.579283	Passeriformes	Parulidae	Myiothlypis nigrocristata	13.13	14.82	9.15	3.28	4.36	5.94	NA	66	5.04	62	35.53	20.83	12.15	NA	NA	NA
IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0698	F. Mellizas 	Human observation 	IAvH	IAvH	IAvH:DISCUB:CHILIBARRAGAN-NEVADOS:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2014_IN056:0698	"Jean W. Parra, Antonio Cardona"	Field	18-May-14	2014	Not registered	Not registered	Quindio	Calarca	Complejo de Paramos Chili-Barragan (CBG)	"Quindio: Calarca: Vda. El Tunel, Sector El CampanaRio"	3370	4.4441	-75.579283	Passeriformes	Parulidae	Myiothlypis nigrocristata	14.3	15.42	10.75	3.7	4.78	6.59	NA	68	5.54	64	36.38	21.64	12.75	NA	NA	NA
IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0575	IAVH	Human observation	IAvH	IAvH	IAvH:SSEYC:TOTABIJAGUALMAMAPACHA:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2016_021:0575	"Wilderson Alfonso Medina Baron, Sebastian Camilo Perez Pena"	Field	19-Nov-14	2014	Undetermined	Adult	Boyaca	Viracacha	Complejo de Paramos Tota-Bijagual-Mamapacha (TBM)	Boyaca: Viracacha: Vda. La Isla	3111	5.414175	-73.236303	Passeriformes	Parulidae	Myiothlypis nigrocristata	15	15.5	10.9	3.8	4.45	7.4	3311.24	62	5.3	66.7	36.6	NA	9.5	NA	NA	NA
IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0872	UDEA	Human observation 	IAvH	IAvH		Ana Maria Gutierrez	Field	20-May-14	2014	Female	Adult	Antioquia	Sonson	Complejo de Paramos Sonson (SSN)	"Antioquia: Sonson: Vda. Nori, Paramo Cerro Nori"	2865	5.809028	-75.27025	Passeriformes	Parulidae	Myiothlypis nigrocristata	13	14.79	9.96	3.71	4.41	9.25	NA	59	4.96	61.99	12.13	23.5	13.8	NA	NA	NA
IAvH:SSEYC:FRONTINOURRAO:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN047:0750	UDEA	Human observation	IAvH	IAvH		Andrea Lopera Salazar	Field	14-Jul-14	2014	Undetermined	Adult	Antioquia	Urrao	Complejo de Paramos Frontino-Urrao (FRU)	"Antioquia: Urrao: Vda. San Ruperto, Paramo La Horqueta"	3382	6.567333	-76.128778	Passeriformes	Parulidae	Myiothlypis nigrocristata	15.33	14.25	9.98	3.56	4.73	8.19	NA	62.76	NA	63.52	12.6	23.24	15.21	NA	NA	NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1315	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1315	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	13-Mar-15	2015	Undetermined	Not registered	Narino	Pasto	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Pasto: Santa Barbara, Vda. Los Alisales"	3140	0.969972	-77.288472	Passeriformes	Parulidae	Myiothlypis nigrocristata	14	12.1	11	3.6	4.5	8	127.36	60.5	21	56	7	27.1	13.7	NA	NA	NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1299	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1299	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	12-Mar-15	2015	Undetermined	Not registered	Narino	Pasto	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Pasto: Santa Barbara, Vda. Los Alisales"	3211	0.976694	-77.290028	Passeriformes	Parulidae	Myiothlypis nigrocristata	15	12	10.1	3.7	4.5	6.5	199.69	64	15	NA	NA	26.6	15.4	NA	NA	NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1339	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1339	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	14-Mar-15	2015	Undetermined	Not registered	Narino	Pasto	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Pasto: Santa Barbara, Vda. Los Alisales"	3140	0.969972	-77.288472	Passeriformes	Parulidae	Myiothlypis nigrocristata	13	16.2	10.9	4.3	3.3	6.7	156.02	62	15	58	10	28	12.5	NA	NA	NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1317	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1317	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	13-Mar-15	2015	Undetermined	Not registered	Narino	Pasto	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Pasto: Santa Barbara, Vda. Los Alisales"	3140	0.969972	-77.288472	Passeriformes	Parulidae	Myiothlypis nigrocristata	13	13.4	11.1	NA	5.2	7.2	198.82	57	20	51	4	26	14.3	NA	NA	NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1271	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1271	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	1-Mar-15	2015	Undetermined	Not registered	Narino	Pasto	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Pasto: El Socorro Cimarron, Vda. Bajo Casanare"	3211	1.121556	-77.222194	Passeriformes	Parulidae	Myiothlypis nigrocristata	14	13	8.8	3.6	4.8	7.8	218.82	62	16	55	7	NA	12.4	NA	NA	NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1163	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1163	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	30-Apr-15	2015	Undetermined	Not registered	Narino	Gualmatan	Complejo de Paramos Chiles-Cumbal (CHC)	"Narino: Gualmatan: Cuatis , Vda. Los Cedros"	3171	0.945556	-77.582333	Passeriformes	Parulidae	Myiothlypis nigrocristata	14	14.9	11.1	3.6	4.3	7.8	256.2	60	15	63	NA	NA	9.5	NA	NA	NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1314	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1314	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	13-Mar-15	2015	Undetermined	Not registered	Narino	Pasto	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Pasto: Santa Barbara, Vda. Los Alisales"	3140	0.969972	-77.288472	Passeriformes	Parulidae	Myiothlypis nigrocristata	14	13.9	11.9	NA	NA	7.8	214.93	69	16	57	12	28.1	16.2	NA	NA	NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1323	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1323	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	14-Mar-15	2015	Undetermined	Not registered	Narino	Pasto	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Pasto: Santa Barbara, Vda. Los Alisales"	3140	0.969972	-77.288472	Passeriformes	Parulidae	Myiothlypis nigrocristata	10.5	14	10	3.6	5	8.7	208.23	57	18	62	34	20.8	12.7	NA	NA	NA
IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1341	UDENAR	Human observation	IAvH	IAvH	IAvH:SSEYC:CHC-DJP-LCP:ANIMALIAPLANTAE:OBSERVACIONHUMANA:I2D-BIO_2015_IN0100:1341	"Edna Calpa, Yuri Rosero, Carlos Trujillo, Francis Ramirez "	Field	14-Mar-15	2015	Undetermined	Not registered	Narino	Pasto	Complejo de Paramos La Cocha-Patascoy (LCP)	"Narino: Pasto: Santa Barbara, Vda. Los Alisales"	3140	0.969972	-77.288472	Passeriformes	Parulidae	Myiothlypis nigrocristata	10.5	12.6	9.1	3.2	4.2	6.7	234.23	61	23	55	11	25.9	15.2	NA	NA	NA
